"INSPECTION_ID","FACILITYID","INSPECTION_DATE","REQUIRE_REINSPECTION","CERTIFIED_FOOD_HANDLER","INSPECTION_TYPE"
"5FEBD358-92A5-4E25-8A4E-89A4466D9596","6EA34890-1949-4F07-A03C-00C4DF778AA8","2016/01/25","Y","No","Compliance Inspection"
"324944B3-4869-472D-A6F6-C8DD6DD966FE","6EA34890-1949-4F07-A03C-00C4DF778AA8","2015/09/03","Y","Yes","Re-inspection"
"BCEC07C9-4A0D-4BD5-960E-F55AC28AE004","6EA34890-1949-4F07-A03C-00C4DF778AA8","2017/02/24","Y","No","Re-inspection"
"3B58CE62-21FC-44F4-82DC-572AE4789DA6","6EA34890-1949-4F07-A03C-00C4DF778AA8","2016/05/26","Y","No","Compliance Inspection"
"853CBBEE-C79B-40D8-9A59-3030BC415C7E","6EA34890-1949-4F07-A03C-00C4DF778AA8","2016/10/05","Y","Yes","Compliance Inspection"
"12C98654-A84B-476F-AA2C-91F69E7CE07E","D74B46F7-9A1C-4CFB-81B6-00D964655849","2016/11/22","Y","No","Compliance Inspection"
"8AFEF6BA-35AF-475F-AFD8-7046A41AAB73","D74B46F7-9A1C-4CFB-81B6-00D964655849","2017/03/20","N","No","Compliance Inspection"
"4B2E3986-D218-4F04-8068-8C58D7586CCD","D74B46F7-9A1C-4CFB-81B6-00D964655849","2016/01/13","N","No","Compliance Inspection"
"05DD3881-CF34-454D-9ADE-B647A9E1EEFF","D74B46F7-9A1C-4CFB-81B6-00D964655849","2015/09/21","N","No","Compliance Inspection"
"1FD2E5FC-7CCD-4BEA-8F06-5E467292ABD7","D74B46F7-9A1C-4CFB-81B6-00D964655849","2017/07/11","Y","No","Re-inspection"
"8AB74324-9E70-42DB-B9F4-D35671F4E8D6","D74B46F7-9A1C-4CFB-81B6-00D964655849","2016/11/25","N","No","Re-inspection"
"10D4565F-4824-4FFC-88F1-ABDD0304850C","D74B46F7-9A1C-4CFB-81B6-00D964655849","2016/08/02","N","No","Compliance Inspection"
"F351B808-E2C2-46CD-90F8-08CC481D5EC9","5D936625-BDA7-49CD-A9CE-00E7BE1676FB","2016/01/05","N","No","Compliance Inspection"
"0A64894B-59B7-4F82-B34A-DDC5C4D4FDB5","5D936625-BDA7-49CD-A9CE-00E7BE1676FB","2015/11/13","N","No","Compliance Inspection"
"E436BBEC-D4C6-40C6-B7DC-5CA5C36866BE","5D936625-BDA7-49CD-A9CE-00E7BE1676FB","2016/10/06","N","No","Compliance Inspection"
"D3512441-AF89-4051-8927-60858647CF11","5D936625-BDA7-49CD-A9CE-00E7BE1676FB","2015/08/25","N","No","Re-inspection"
"C8CA602F-B778-450B-BFA1-95E4E35E7B44","5D936625-BDA7-49CD-A9CE-00E7BE1676FB","2017/05/18","Y","No","Compliance Inspection"
"C01E650D-DCC0-412B-A85B-E778CDE85CFF","5D936625-BDA7-49CD-A9CE-00E7BE1676FB","2017/02/28","Y","No","Compliance Inspection"
"07A3C6C9-B105-462B-8862-FCD83A528C17","5D936625-BDA7-49CD-A9CE-00E7BE1676FB","2017/05/25","N","No","Re-inspection"
"006D1ABA-4711-437C-9903-1E830BF4609F","5D936625-BDA7-49CD-A9CE-00E7BE1676FB","2016/06/14","N","No","Re-inspection"
"5A2D2BDF-DCC5-4742-A4C8-798278948B70","5D936625-BDA7-49CD-A9CE-00E7BE1676FB","2017/03/03","N","No","Re-inspection"
"44996B4E-954B-4B5F-ADF0-BBCB61A28A9B","5D936625-BDA7-49CD-A9CE-00E7BE1676FB","2016/06/13","Y","No","Compliance Inspection"
"EA654286-9C5C-42D0-B8E3-6A2E3996E15A","CF87A387-8F56-4C02-B22A-00F7E03F6C38","2016/03/15","N","No","Compliance Inspection"
"C53F4530-3B4E-4A81-9C7F-E1B10D7B7B63","CF87A387-8F56-4C02-B22A-00F7E03F6C38","2016/08/15","N","Yes","Compliance Inspection"
"5381F1C8-BD40-4EC0-B3EC-C99C9EF079EE","CF87A387-8F56-4C02-B22A-00F7E03F6C38","2017/03/24","N","Yes","Compliance Inspection"
"A3FD8BCC-6A15-4412-96F0-D3D27F64F544","CF87A387-8F56-4C02-B22A-00F7E03F6C38","2015/11/06","N","No","Compliance Inspection"
"3541AC21-5F1B-4ACE-BC5E-C142252D8E5F","4850096A-AFCF-4236-8773-00FEAE13B1B8","2015/12/17","N","No","Re-inspection"
"1FB82D5F-C704-4751-9E48-BFD731CC6FD6","4850096A-AFCF-4236-8773-00FEAE13B1B8","2015/12/03","Y","No","Compliance Inspection"
"8794953E-D42F-4642-B8E3-22CEEC50A477","4850096A-AFCF-4236-8773-00FEAE13B1B8","2016/07/25","N","No","Compliance Inspection"
"A5A95D1C-17A7-427D-ACBA-EC6CE4B8E71B","4850096A-AFCF-4236-8773-00FEAE13B1B8","2017/01/06","N","Yes","Compliance Inspection"
"441124C9-A787-4C0A-951A-DC34C13D0CD2","4850096A-AFCF-4236-8773-00FEAE13B1B8","2016/03/14","N","Yes","Compliance Inspection"
"64A472F6-F835-4F87-8F0D-0257C47993C6","B793967F-71D4-468F-99B2-01368846759D","2016/11/09","N","Yes","Compliance Inspection"
"052C494E-4FD5-4575-8AA6-D3E124CE8E45","B793967F-71D4-468F-99B2-01368846759D","2016/04/22","N","No","Compliance Inspection"
"28EB1103-861C-44D8-AD71-AB38DB907481","B793967F-71D4-468F-99B2-01368846759D","2015/10/16","N","No","Compliance Inspection"
"B66BAC84-4CAA-4F63-B18C-FAEF71CE1F82","8078389C-B595-4331-AF79-01A2A0959F75","2015/10/28","Y","No","Compliance Inspection"
"BAD36F72-FCAC-493A-AFD9-004154C48893","8078389C-B595-4331-AF79-01A2A0959F75","2015/11/10","N","No","Re-inspection"
"778DA7EB-A460-410D-AAD1-A9623FC228CF","8078389C-B595-4331-AF79-01A2A0959F75","2017/06/28","N","No","Compliance Inspection"
"5B4942AB-2183-45C5-929D-3A596692D5CB","8078389C-B595-4331-AF79-01A2A0959F75","2016/07/15","N","No","Re-inspection"
"8A3CC147-47DC-4BF0-BE4A-F298982D8C54","8078389C-B595-4331-AF79-01A2A0959F75","2016/11/16","Y","No","Compliance Inspection"
"9CE30A34-6CCA-4321-9193-4C850065BBD2","8078389C-B595-4331-AF79-01A2A0959F75","2017/03/22","N","No","Re-inspection"
"6DE68FD2-A36E-4E33-9578-8A6BD902302C","8078389C-B595-4331-AF79-01A2A0959F75","2017/03/20","Y","No","Compliance Inspection"
"D6D0279B-DD9C-49FD-97D5-C434FFC2E320","8078389C-B595-4331-AF79-01A2A0959F75","2016/02/29","Y","No","Compliance Inspection"
"6B12C7DC-7FFF-43A8-AD2A-D86022C2DBF9","8078389C-B595-4331-AF79-01A2A0959F75","2016/03/04","N","No","Re-inspection"
"9557FE6D-DD6F-4BDC-9F0A-9B4FA18C10BC","8078389C-B595-4331-AF79-01A2A0959F75","2016/11/30","N","No","Re-inspection"
"7D976FFF-AA04-4CDD-862A-2C6F411DFDB0","8078389C-B595-4331-AF79-01A2A0959F75","2016/07/05","Y","No","Compliance Inspection"
"FC9D7ABE-D62E-489D-8408-54C2EEF42F45","6CE6ABB9-44D3-4124-8E27-01B8157BD9DE","2017/05/11","N","No","Compliance Inspection"
"6B550065-6002-4A20-9846-235BDDAE3891","6CE6ABB9-44D3-4124-8E27-01B8157BD9DE","2016/10/18","N","Yes","Compliance Inspection"
"ED524CDF-AAC6-4E72-B280-E85F1CB44464","6CE6ABB9-44D3-4124-8E27-01B8157BD9DE","2016/06/06","N","No","Compliance Inspection"
"9ACF9F16-6C66-4510-870C-29101E576C34","6CE6ABB9-44D3-4124-8E27-01B8157BD9DE","2015/09/23","N","Yes","Compliance Inspection"
"1E1F1D2E-300F-4D0A-8A9A-9A9F9E3F9FD0","D70B7E10-8009-461E-AEA9-01C1F27DF320","2015/09/29","N","Yes","Compliance Inspection"
"C850FA0F-65FA-4F84-B1D8-2B7F3C99EB4E","D70B7E10-8009-461E-AEA9-01C1F27DF320","2016/10/12","N","No","Compliance Inspection"
"734011BE-654C-4121-86CE-0FE43F570ECA","D70B7E10-8009-461E-AEA9-01C1F27DF320","2017/05/18","N","No","Compliance Inspection"
"02D37AE1-0FE0-4818-B772-48FE5D4DD9FC","BF2FF858-F214-4F62-B93A-01CEE16F199E","2015/12/10","N","Yes","Compliance Inspection"
"C35EFE6C-2546-475D-9E8D-B41B040FD73D","BF2FF858-F214-4F62-B93A-01CEE16F199E","2016/12/01","N","No","Compliance Inspection"
"561CDED9-C3FF-4C53-9FCC-697869F1ECE2","041D4017-3867-4EFF-9949-01F7B3FC34E1","2016/12/13","N","No","Compliance Inspection"
"0B4FD867-1AF1-4567-A58E-DA520610E902","041D4017-3867-4EFF-9949-01F7B3FC34E1","2015/10/14","N","No","Compliance Inspection"
"25A926C9-8236-47B4-803F-3C8BA00005B2","470710A4-44E9-4C02-A11C-02352C7E7C6A","2017/05/18","N","No","Compliance Inspection"
"5518D441-76D3-4B10-A639-166DE4C77C6B","470710A4-44E9-4C02-A11C-02352C7E7C6A","2016/08/18","N","No","Compliance Inspection"
"7AD77027-9683-419D-910D-2D409F0F0E8C","3A1276C5-8E87-4404-B972-026C5A144D8B","2017/04/13","Y","No","Compliance Inspection"
"F8CE06D2-D7B8-430A-B03B-C6EA922EA849","3A1276C5-8E87-4404-B972-026C5A144D8B","2016/03/23","N","No","Re-inspection"
"34DE27AD-50AB-4E09-9B63-10EAEAE93FD7","3A1276C5-8E87-4404-B972-026C5A144D8B","2016/03/15","N","Yes","Compliance Inspection"
"8431E0EB-D8EC-4EFB-9B38-B27A712BA71C","3A1276C5-8E87-4404-B972-026C5A144D8B","2016/12/20","N","No","Re-inspection"
"C8039498-1C83-4FF1-9C0C-7496294C6FF4","3A1276C5-8E87-4404-B972-026C5A144D8B","2017/08/09","Y","Yes","Compliance Inspection"
"3A7FC125-595A-4435-9CAD-64D322C6F18B","3A1276C5-8E87-4404-B972-026C5A144D8B","2017/08/11","N","Yes","Compliance Inspection"
"873AB162-D92D-4FC0-B465-8FC1B9D63A9B","3A1276C5-8E87-4404-B972-026C5A144D8B","2015/11/20","N","Yes","Compliance Inspection"
"4F2DECFA-A45F-4D04-B8F3-779FC99DC2DB","3A1276C5-8E87-4404-B972-026C5A144D8B","2016/12/14","Y","Yes","Compliance Inspection"
"CBC99DE9-BD4A-42D3-804B-CCA0B18805D4","3A1276C5-8E87-4404-B972-026C5A144D8B","2017/04/20","N","No","Re-inspection"
"9F2A8365-5562-43C0-9CAD-9A2A65C35268","3A1276C5-8E87-4404-B972-026C5A144D8B","2016/08/02","Y","Yes","Compliance Inspection"
"614F3CB2-1EF2-4EEC-98FA-EE87252E5C63","A1502042-EED8-416B-91D2-02717F07E5C7","2017/03/17","N","Yes","Compliance Inspection"
"82BB8E84-621A-428F-9011-DF7752BDAF72","A1502042-EED8-416B-91D2-02717F07E5C7","2016/11/18","N","Yes","Compliance Inspection"
"59C136F6-6D99-4731-8FF7-75B14D033A63","A1502042-EED8-416B-91D2-02717F07E5C7","2016/03/18","N","Yes","Compliance Inspection"
"ABADFB46-45EA-4B11-98CB-065CAF235CB6","A1502042-EED8-416B-91D2-02717F07E5C7","2017/07/27","N","No","Compliance Inspection"
"2D5FC873-F1A4-4B68-B1DB-9668BC72D87B","A1502042-EED8-416B-91D2-02717F07E5C7","2015/12/02","N","Yes","Compliance Inspection"
"9FA31A9C-05CC-456D-AFCD-94474C7AFA78","A1502042-EED8-416B-91D2-02717F07E5C7","2016/08/05","N","Yes","Compliance Inspection"
"87EC6913-11C4-4E6B-A690-3B5228EDC9F4","00402FB7-0FED-412F-A109-02915DFAB745","2016/07/19","N","No","Compliance Inspection"
"8D069F5E-DBE0-47F8-9DA3-836E335184F7","00402FB7-0FED-412F-A109-02915DFAB745","2016/12/08","N","No","Compliance Inspection"
"FD35C239-B04D-4EA1-B0FE-F1DFA7B1187A","00402FB7-0FED-412F-A109-02915DFAB745","2017/06/27","N","No","Compliance Inspection"
"E8BA6C43-4708-461E-AEDE-4082A86E98B8","36B3F288-0034-4519-BDA4-02A637344779","2016/09/19","N","Yes","Compliance Inspection"
"8F0B6553-D4C7-4DC9-AF92-4E86B161113F","36B3F288-0034-4519-BDA4-02A637344779","2016/03/18","Y","Yes","Compliance Inspection"
"0B21D506-DE90-49BA-BD06-2C77D3529AA4","36B3F288-0034-4519-BDA4-02A637344779","2016/03/29","N","No","Re-inspection"
"5C686E6B-787C-49B5-8E4C-6FBB9BBCE00F","36B3F288-0034-4519-BDA4-02A637344779","2017/03/08","N","Yes","Compliance Inspection"
"D9A911E0-8970-4384-80E4-58E247E264D0","36B3F288-0034-4519-BDA4-02A637344779","2015/08/26","N","Yes","Compliance Inspection"
"532E829F-F308-4CBC-B053-BA4AA0361C1B","26A25958-F668-44D3-9429-02BBFB168EC1","2017/03/14","N","Yes","Compliance Inspection"
"C05E1912-0BDB-4D8C-994B-397BDF4B6D40","152AED98-DFCA-4288-B9F3-02D31F7A1786","2016/11/28","N","Yes","Compliance Inspection"
"A8EA53EE-7EC5-4D47-834D-0CC7693C0C59","152AED98-DFCA-4288-B9F3-02D31F7A1786","2016/04/13","N","Yes","Compliance Inspection"
"1B83AF05-4748-4FBA-A763-FDA78740A9B0","152AED98-DFCA-4288-B9F3-02D31F7A1786","2017/06/29","N","Yes","Re-inspection"
"5CB079CC-4191-445C-9C7D-7C916C212DE4","152AED98-DFCA-4288-B9F3-02D31F7A1786","2017/06/27","Y","Yes","Compliance Inspection"
"47A43194-AF72-47E3-8D54-4D5656B2DB0A","92628DBB-C1F6-464E-BCFD-02FCE6CCBD4E","2017/02/02","N","Yes","Compliance Inspection"
"65D14685-43D4-4376-8F90-7BB8E8AB33B0","92628DBB-C1F6-464E-BCFD-02FCE6CCBD4E","2016/03/22","N","Yes","Compliance Inspection"
"C10D24B1-C10C-4E66-8F95-1D2844603902","92628DBB-C1F6-464E-BCFD-02FCE6CCBD4E","2016/09/28","N","Yes","Compliance Inspection"
"F722E142-60CE-4615-9DDB-315852FCB030","92628DBB-C1F6-464E-BCFD-02FCE6CCBD4E","2017/07/12","N","No","Compliance Inspection"
"01DA82D2-D6F4-46A3-8323-BA3C4D82AC4D","92628DBB-C1F6-464E-BCFD-02FCE6CCBD4E","2015/09/23","N","Yes","Compliance Inspection"
"D503D5E3-BD05-4173-98F5-0690FD498003","720C4EA2-A4F9-4D34-A4A4-031D66084F0D","2016/01/21","N","No","Compliance Inspection"
"DC224EBF-56A9-4688-85B7-2E2370C070FD","720C4EA2-A4F9-4D34-A4A4-031D66084F0D","2017/07/24","N","No","Compliance Inspection"
"B2B8A07F-8AF1-441E-B8E1-2273745CAE22","720C4EA2-A4F9-4D34-A4A4-031D66084F0D","2016/07/27","N","No","Compliance Inspection"
"1BDB10C2-8E4E-4E93-AEE3-C5CA3221D345","720C4EA2-A4F9-4D34-A4A4-031D66084F0D","2017/01/16","N","Yes","Compliance Inspection"
"926541A0-C7CC-4C27-83AA-D9199297AFEF","A9B8B2EE-0856-4874-88EB-036370C37008","2017/03/28","N","No","Compliance Inspection"
"3C37A06B-78E4-45C9-A2B4-FEC901BF1895","A9B8B2EE-0856-4874-88EB-036370C37008","2016/10/27","N","No","Compliance Inspection"
"1215E718-DC31-43FC-83F0-1BF35877BCA9","7CDDD1AF-A5BF-49D8-B78F-036CA5D5D4D5","2017/04/29","N","No","Compliance Inspection"
"FEA45660-E9EB-43EB-B322-C78129747F5C","B48EEB48-6458-44DD-9A1E-0392D30DCC92","2017/03/02","N","No","Compliance Inspection"
"FCB8A7F7-9E6F-4B32-B6AB-E31A6063C7D7","B48EEB48-6458-44DD-9A1E-0392D30DCC92","2016/07/07","N","Yes","Compliance Inspection"
"A60849BF-C62D-4951-A2E2-AE3A3859B5E7","B48EEB48-6458-44DD-9A1E-0392D30DCC92","2016/01/19","N","Yes","Compliance Inspection"
"EACC1CBE-03CA-49FD-91D1-2A14617DE7CC","5C919291-6305-4D08-BA0E-0397C1CED438","2015/09/04","N","Yes","Compliance Inspection"
"EE7B0FAA-7B05-4224-8E15-B0BA170CCA47","5C919291-6305-4D08-BA0E-0397C1CED438","2016/11/10","N","No","Compliance Inspection"
"96B0F175-1064-471D-8A06-9F0B6F6F6407","5C919291-6305-4D08-BA0E-0397C1CED438","2017/05/25","N","No","Compliance Inspection"
"BCFC5C2B-6CFC-448C-8B1A-C7DE688BBFDD","5C919291-6305-4D08-BA0E-0397C1CED438","2016/05/24","N","No","Compliance Inspection"
"498D5A23-1906-44C0-9F95-8359435B1925","B4118D11-33C9-4DE3-A91A-03AFF1ADA818","2016/04/08","Y","No","Compliance Inspection"
"BF280CFC-627E-412D-95BB-B24999F89DC9","B4118D11-33C9-4DE3-A91A-03AFF1ADA818","2016/09/16","N","Yes","Compliance Inspection"
"F729B829-3BE4-4587-AE5C-D30F2C3CC6BB","B4118D11-33C9-4DE3-A91A-03AFF1ADA818","2016/04/11","Y","Yes","Re-inspection"
"E77ECCC8-7BC4-426B-AE0F-8524DEFD1648","B4118D11-33C9-4DE3-A91A-03AFF1ADA818","2017/02/06","N","Yes","Compliance Inspection"
"587DBE1A-FA89-4890-B327-6B1E8D8DA013","B4118D11-33C9-4DE3-A91A-03AFF1ADA818","2015/08/25","N","Yes","Compliance Inspection"
"B4F78EDB-54F5-45EE-B140-AC8FA8589D60","03E865AB-FAB8-46F5-A4F5-03CF227BE848","2017/04/13","N","No","Compliance Inspection"
"6CC981A1-75BE-4BDE-901B-C7E20BA248A1","059261DB-536D-45D7-8F8F-0407DD2816F0","2017/03/20","N","No","Re-inspection"
"1345C5FB-5743-4F97-918C-4D0A8E9525C2","059261DB-536D-45D7-8F8F-0407DD2816F0","2016/10/05","Y","No","Compliance Inspection"
"24107F9A-6C73-4CBE-A06E-2E05CDB271FF","059261DB-536D-45D7-8F8F-0407DD2816F0","2016/02/17","N","No","Compliance Inspection"
"98B9CBFB-ABEA-4CA3-AC5C-DF74455F8D4F","059261DB-536D-45D7-8F8F-0407DD2816F0","2016/10/07","N","No","Re-inspection"
"F1887F40-8D83-45FD-A368-6EFD57D01749","059261DB-536D-45D7-8F8F-0407DD2816F0","2017/06/12","N","No","Compliance Inspection"
"1C217B4E-72B1-450F-A48F-E82295B6A4B1","059261DB-536D-45D7-8F8F-0407DD2816F0","2015/11/09","Y","No","Compliance Inspection"
"7EEA8213-2296-4F23-A089-083259251911","059261DB-536D-45D7-8F8F-0407DD2816F0","2015/11/13","N","No","Re-inspection"
"51A3957A-0B7C-4B16-97CA-7A8AAEA0FEAD","059261DB-536D-45D7-8F8F-0407DD2816F0","2017/03/06","Y","No","Compliance Inspection"
"C8E00693-ECF2-4EB6-BC80-8563898B87E3","059261DB-536D-45D7-8F8F-0407DD2816F0","2016/06/27","N","No","Compliance Inspection"
"4ABEEF99-246B-42C3-8A05-FF68CCA89CDF","48DCEE04-136F-4383-92DC-040C365F62C5","2016/11/28","N","No","Compliance Inspection"
"BC47A1EC-768E-4126-94F2-F20FB947E643","48DCEE04-136F-4383-92DC-040C365F62C5","2017/04/25","Y","Yes","Compliance Inspection"
"1E054DB4-FBAE-4D29-BA07-09609B643341","48DCEE04-136F-4383-92DC-040C365F62C5","2017/05/08","N","No","Re-inspection"
"A1F51516-C252-4797-A12D-59732BD948CE","48DCEE04-136F-4383-92DC-040C365F62C5","2016/08/16","N","Yes","Compliance Inspection"
"213D5713-61EC-453E-B1F6-F20B24BEA32F","48DCEE04-136F-4383-92DC-040C365F62C5","2017/08/10","Y","No","Compliance Inspection"
"150EA709-1DDA-4D6A-B7C3-F5D132CF442A","48DCEE04-136F-4383-92DC-040C365F62C5","2015/11/30","N","Yes","Compliance Inspection"
"A73F5739-076D-4A14-BFC6-3AFFEF75C459","48DCEE04-136F-4383-92DC-040C365F62C5","2017/08/16","N","No","Re-inspection"
"0CFF8C16-1A9B-4EA4-8DF4-8F3C8F135AAE","48DCEE04-136F-4383-92DC-040C365F62C5","2016/02/03","N","Yes","Compliance Inspection"
"7014CFE5-2C92-459C-9CCD-2F98F3F77D91","D995D510-5A4B-4363-8972-04253AFE2B7F","2016/07/29","Y","No","Re-inspection"
"2EEF914F-BF6C-4536-8E17-F6A7CFE2AD34","D995D510-5A4B-4363-8972-04253AFE2B7F","2017/02/28","N","Yes","Compliance Inspection"
"C0771CCD-41DB-4E94-ACFA-F48F8D23F92B","D995D510-5A4B-4363-8972-04253AFE2B7F","2016/03/14","N","No","Re-inspection"
"B3FE4F81-AD56-4912-82AF-3D8AD1BB60C8","D995D510-5A4B-4363-8972-04253AFE2B7F","2016/03/07","Y","Yes","Compliance Inspection"
"CF1F59D0-5C45-4A2D-BE5C-19B9286542F8","D995D510-5A4B-4363-8972-04253AFE2B7F","2016/08/02","N","No","Re-inspection"
"927182CF-3D96-45B7-BBB2-AAA102BEB7BC","D995D510-5A4B-4363-8972-04253AFE2B7F","2015/11/17","N","Yes","Compliance Inspection"
"A7FE0C38-425A-498A-9D1E-73403880E81A","D995D510-5A4B-4363-8972-04253AFE2B7F","2017/08/03","N","Yes","Compliance Inspection"
"4FAD2888-F1C8-4084-AACF-AA9B25914276","D995D510-5A4B-4363-8972-04253AFE2B7F","2016/09/20","N","No","Re-inspection"
"664B79F1-293C-43C2-B9B8-E032583BAE29","D995D510-5A4B-4363-8972-04253AFE2B7F","2016/07/28","Y","Yes","Compliance Inspection"
